problem_idx,step,gen_len,steering_active,p_red,error,alpha,I_term,D_term,temperature,token,coeff,chunk_size,raw_classifier
0,68,68,False,0.0,0.0,0.0,0.0,0.0,0.6, for,0.0,21,0.0
0,69,69,False,0.0,0.0,0.0,0.0,0.0,0.6, breakfast,0.0,22,0.0
0,70,70,False,0.0,0.0,0.0,0.0,0.0,0.6, every,0.0,23,0.0
0,71,71,False,1.6864927783151414e-12,0.0,0.0,0.0,0.0,0.6, morning,0.0,0,-1628.380849714956
0,72,72,False,0.0,0.0,0.0,0.0,0.0,0.6,.,0.0,1,0.0
0,73,73,False,0.0,0.0,0.0,0.0,0.0,0.6, Hmm,0.0,2,0.0
0,74,74,False,0.0,0.0,0.0,0.0,0.0,0.6,",",0.0,3,0.0
0,75,75,False,0.0,0.0,0.0,0.0,0.0,0.6, so,0.0,4,0.0
0,76,76,False,0.0,0.0,0.0,0.0,0.0,0.6, every,0.0,5,0.0
0,77,77,False,0.0,0.0,0.0,0.0,0.0,0.6, day,0.0,6,0.0
0,78,78,False,0.0,0.0,0.0,0.0,0.0,0.6,",",0.0,7,0.0
0,79,79,False,0.0,0.0,0.0,0.0,0.0,0.6, she,0.0,8,0.0
0,80,80,True,0.0,0.0,0.0,0.0,0.0,0.6, uses,0.0,9,0.0
0,81,81,True,0.0,0.0,0.0,0.0,0.0,0.6, three,0.0,10,0.0
0,82,82,True,0.0,0.0,0.0,0.0,0.0,0.6, eggs,0.0,11,0.0
0,83,83,True,0.0,0.0,0.0,0.0,0.0,0.6, for,0.0,12,0.0
0,84,84,True,0.0,0.0,0.0,0.0,0.0,0.6, breakfast,0.0,13,0.0
0,85,85,True,0.0,0.0,0.0,0.0,0.0,0.6,.,0.0,14,0.0
0,86,86,True,0.0,0.0,0.0,0.0,0.0,0.6, So,0.0,15,0.0
0,87,87,True,0.0,0.0,0.0,0.0,0.0,0.6,",",0.0,16,0.0
0,88,88,True,0.0,0.0,0.0,0.0,0.0,0.6, I,0.0,17,0.0
0,89,89,True,0.0,0.0,0.0,0.0,0.0,0.6, think,0.0,18,0.0
0,90,90,True,0.0,0.0,0.0,0.0,0.0,0.6, that,0.0,19,0.0
0,91,91,True,0.0,0.0,0.0,0.0,0.0,0.6, means,0.0,20,0.0
0,92,92,True,0.0,0.0,0.0,0.0,0.0,0.6, she,0.0,21,0.0
0,93,93,True,0.0,0.0,0.0,0.0,0.0,0.6, eats,0.0,22,0.0
0,94,94,True,0.0,0.0,0.0,0.0,0.0,0.6, three,0.0,23,0.0
0,95,95,True,2.30300242098508e-12,0.0,0.0,0.0,0.0,0.6, eggs,0.0,0,-1483.6211451251122
0,96,96,True,0.0,0.0,0.0,0.0,0.0,0.6, on,0.0,1,0.0
0,97,97,True,0.0,0.0,0.0,0.0,0.0,0.6, each,0.0,2,0.0
0,98,98,True,0.0,0.0,0.0,0.0,0.0,0.6, of,0.0,3,0.0
0,99,99,True,0.0,0.0,0.0,0.0,0.0,0.6, her,0.0,4,0.0
0,100,100,True,0.0,0.0,0.0,0.0,0.0,0.6, days,0.0,5,0.0
0,101,101,True,0.0,0.0,0.0,0.0,0.0,0.6,.,0.0,6,0.0
0,102,102,True,0.0,0.0,0.0,0.0,0.0,0.6, So,0.0,7,0.0
0,103,103,True,0.0,0.0,0.0,0.0,0.0,0.6,",",0.0,8,0.0
0,104,104,True,0.0,0.0,0.0,0.0,0.0,0.6, that,0.0,9,0.0
0,105,105,True,0.0,0.0,0.0,0.0,0.0,0.6, would,0.0,10,0.0
0,106,106,True,0.0,0.0,0.0,0.0,0.0,0.6, be,0.0,11,0.0
0,107,107,True,0.0,0.0,0.0,0.0,0.0,0.6, ,0.0,12,0.0
0,108,108,True,0.0,0.0,0.0,0.0,0.0,0.6,3,0.0,13,0.0
0,109,109,True,0.0,0.0,0.0,0.0,0.0,0.6, eggs,0.0,14,0.0
0,110,110,True,0.0,0.0,0.0,0.0,0.0,0.6, per,0.0,15,0.0
0,111,111,True,0.0,0.0,0.0,0.0,0.0,0.6, day,0.0,16,0.0
0,112,112,True,0.0,0.0,0.0,0.0,0.0,0.6,.\n\n,0.0,17,0.0
0,113,113,True,0.0,0.0,0.0,0.0,0.0,0.6,Next,0.0,18,0.0
0,114,114,True,0.0,0.0,0.0,0.0,0.0,0.6,",",0.0,19,0.0
0,115,115,True,0.0,0.0,0.0,0.0,0.0,0.6, she,0.0,20,0.0
0,116,116,True,0.0,0.0,0.0,0.0,0.0,0.6, b,0.0,21,0.0
0,117,117,True,0.0,0.0,0.0,0.0,0.0,0.6,akes,0.0,22,0.0
0,118,118,True,0.0,0.0,0.0,0.0,0.0,0.6, muff,0.0,23,0.0
0,119,119,True,1.828254215991432e-12,0.0,0.0,0.0,0.0,0.6,ins,0.0,0,-1589.256337996206
0,120,120,True,0.0,0.0,0.0,0.0,0.0,0.6, for,0.0,1,0.0
0,121,121,True,0.0,0.0,0.0,0.0,0.0,0.6, her,0.0,2,0.0
0,122,122,True,0.0,0.0,0.0,0.0,0.0,0.6, friends,0.0,3,0.0
0,123,123,True,0.0,0.0,0.0,0.0,0.0,0.6, every,0.0,4,0.0
0,124,124,True,0.0,0.0,0.0,0.0,0.0,0.6, day,0.0,5,0.0
0,125,125,True,0.0,0.0,0.0,0.0,0.0,0.6, with,0.0,6,0.0
0,126,126,True,0.0,0.0,0.0,0.0,0.0,0.6, four,0.0,7,0.0
0,127,127,True,0.0,0.0,0.0,0.0,0.0,0.6, eggs,0.0,8,0.0
0,128,128,True,0.0,0.0,0.0,0.0,0.0,0.6,.,0.0,9,0.0
0,129,129,True,0.0,0.0,0.0,0.0,0.0,0.6, So,0.0,10,0.0
0,130,130,True,0.0,0.0,0.0,0.0,0.0,0.6,",",0.0,11,0.0
0,131,131,True,0.0,0.0,0.0,0.0,0.0,0.6, every,0.0,12,0.0
0,132,132,True,0.0,0.0,0.0,0.0,0.0,0.6, day,0.0,13,0.0
0,133,133,True,0.0,0.0,0.0,0.0,0.0,0.6,",",0.0,14,0.0
0,134,134,True,0.0,0.0,0.0,0.0,0.0,0.6, she,0.0,15,0.0
0,135,135,True,0.0,0.0,0.0,0.0,0.0,0.6, uses,0.0,16,0.0
0,136,136,True,0.0,0.0,0.0,0.0,0.0,0.6, four,0.0,17,0.0
0,137,137,True,0.0,0.0,0.0,0.0,0.0,0.6, eggs,0.0,18,0.0
0,138,138,True,0.0,0.0,0.0,0.0,0.0,0.6, for,0.0,19,0.0
0,139,139,True,0.0,0.0,0.0,0.0,0.0,0.6, baking,0.0,20,0.0
0,140,140,True,0.0,0.0,0.0,0.0,0.0,0.6, muff,0.0,21,0.0
0,141,141,False,0.0,0.0,0.0,0.0,0.0,0.6,ins,0.0,22,0.0
0,142,142,True,0.0,0.0,0.0,0.0,0.0,0.6,.,0.0,23,0.0
0,143,143,True,2.433680476909143e-12,0.0,0.0,0.0,0.0,0.6, That,0.0,0,-1459.6698206622216
0,144,144,True,0.0,0.0,0.0,0.0,0.0,0.6, adds,0.0,1,0.0
0,145,145,True,0.0,0.0,0.0,0.0,0.0,0.6, up,0.0,2,0.0
0,146,146,True,0.0,0.0,0.0,0.0,0.0,0.6, to,0.0,3,0.0
0,147,147,True,0.0,0.0,0.0,0.0,0.0,0.6, ,0.0,4,0.0
0,148,148,True,0.0,0.0,0.0,0.0,0.0,0.6,4,0.0,5,0.0
0,149,149,True,0.0,0.0,0.0,0.0,0.0,0.6, eggs,0.0,6,0.0
0,150,150,True,0.0,0.0,0.0,0.0,0.0,0.6, per,0.0,7,0.0
0,151,151,True,0.0,0.0,0.0,0.0,0.0,0.6, day,0.0,8,0.0
0,152,152,True,0.0,0.0,0.0,0.0,0.0,0.6,.\n\n,0.0,9,0.0
0,153,153,True,0.0,0.0,0.0,0.0,0.0,0.6,So,0.0,10,0.0
0,154,154,True,0.0,0.0,0.0,0.0,0.0,0.6,",",0.0,11,0.0
0,155,155,True,0.0,0.0,0.0,0.0,0.0,0.6, let,0.0,12,0.0
0,156,156,True,0.0,0.0,0.0,0.0,0.0,0.6, me,0.0,13,0.0
0,157,157,True,0.0,0.0,0.0,0.0,0.0,0.6, just,0.0,14,0.0
0,158,158,True,0.0,0.0,0.0,0.0,0.0,0.6, recap,0.0,15,0.0
0,159,159,True,0.0,0.0,0.0,0.0,0.0,0.6,:,0.0,16,0.0
0,160,160,True,0.0,0.0,0.0,0.0,0.0,0.6, She,0.0,17,0.0
0,161,161,True,0.0,0.0,0.0,0.0,0.0,0.6, has,0.0,18,0.0
0,162,162,True,0.0,0.0,0.0,0.0,0.0,0.6, ,0.0,19,0.0
0,163,163,True,0.0,0.0,0.0,0.0,0.0,0.6,1,0.0,20,0.0
0,164,164,True,0.0,0.0,0.0,0.0,0.0,0.6,6,0.0,21,0.0
0,165,165,True,0.0,0.0,0.0,0.0,0.0,0.6, eggs,0.0,22,0.0
0,166,166,True,0.0,0.0,0.0,0.0,0.0,0.6, a,0.0,23,0.0
0,167,167,True,1.8146234168988685e-12,0.0,0.0,0.0,0.0,0.6, day,0.0,0,-1592.8345240313622
0,168,168,True,0.0,0.0,0.0,0.0,0.0,0.6,.,0.0,1,0.0
0,169,169,True,0.0,0.0,0.0,0.0,0.0,0.6, She,0.0,2,0.0
0,170,170,True,0.0,0.0,0.0,0.0,0.0,0.6, eats,0.0,3,0.0
0,171,171,True,0.0,0.0,0.0,0.0,0.0,0.6, ,0.0,4,0.0
0,172,172,True,0.0,0.0,0.0,0.0,0.0,0.6,3,0.0,5,0.0
0,173,173,True,0.0,0.0,0.0,0.0,0.0,0.6, for,0.0,6,0.0
0,174,174,True,0.0,0.0,0.0,0.0,0.0,0.6, breakfast,0.0,7,0.0
0,175,175,True,0.0,0.0,0.0,0.0,0.0,0.6, and,0.0,8,0.0
0,176,176,True,0.0,0.0,0.0,0.0,0.0,0.6, uses,0.0,9,0.0
0,177,177,True,0.0,0.0,0.0,0.0,0.0,0.6, ,0.0,10,0.0
0,178,178,True,0.0,0.0,0.0,0.0,0.0,0.6,4,0.0,11,0.0
0,179,179,True,0.0,0.0,0.0,0.0,0.0,0.6, for,0.0,12,0.0
0,180,180,True,0.0,0.0,0.0,0.0,0.0,0.6, muff,0.0,13,0.0
0,181,181,True,0.0,0.0,0.0,0.0,0.0,0.6,ins,0.0,14,0.0
0,182,182,True,0.0,0.0,0.0,0.0,0.0,0.6,.,0.0,15,0.0
0,183,183,True,0.0,0.0,0.0,0.0,0.0,0.6, So,0.0,16,0.0
0,184,184,True,0.0,0.0,0.0,0.0,0.0,0.6,",",0.0,17,0.0
0,185,185,True,0.0,0.0,0.0,0.0,0.0,0.6, I,0.0,18,0.0
0,186,186,True,0.0,0.0,0.0,0.0,0.0,0.6, need,0.0,19,0.0
0,187,187,True,0.0,0.0,0.0,0.0,0.0,0.6, to,0.0,20,0.0
0,188,188,True,0.0,0.0,0.0,0.0,0.0,0.6, figure,0.0,21,0.0
0,189,189,True,0.0,0.0,0.0,0.0,0.0,0.6, out,0.0,22,0.0
0,190,190,True,0.0,0.0,0.0,0.0,0.0,0.6, how,0.0,23,0.0
0,191,191,True,1.7852778243718565e-12,0.0,0.0,0.0,0.0,0.6, many,0.0,0,-1600.664785261831
0,192,192,True,0.0,0.0,0.0,0.0,0.0,0.6, eggs,0.0,1,0.0
0,193,193,True,0.0,0.0,0.0,0.0,0.0,0.6, she,0.0,2,0.0
0,194,194,True,0.0,0.0,0.0,0.0,0.0,0.6, has,0.0,3,0.0
0,195,195,True,0.0,0.0,0.0,0.0,0.0,0.6, left,0.0,4,0.0
0,196,196,True,0.0,0.0,0.0,0.0,0.0,0.6, after,0.0,5,0.0
0,197,197,True,0.0,0.0,0.0,0.0,0.0,0.6, breakfast,0.0,6,0.0
0,198,198,True,0.0,0.0,0.0,0.0,0.0,0.6, and,0.0,7,0.0
0,199,199,True,0.0,0.0,0.0,0.0,0.0,0.6, muff,0.0,8,0.0
0,200,200,True,0.0,0.0,0.0,0.0,0.0,0.6,ins,0.0,9,0.0
0,201,201,True,0.0,0.0,0.0,0.0,0.0,0.6,.,0.0,10,0.0
0,202,202,True,0.0,0.0,0.0,0.0,0.0,0.6, Those,0.0,11,0.0
0,203,203,False,0.0,0.0,0.0,0.0,0.0,0.6, remaining,0.0,12,0.0
0,204,204,True,0.0,0.0,0.0,0.0,0.0,0.6, eggs,0.0,13,0.0
0,205,205,True,0.0,0.0,0.0,0.0,0.0,0.6, are,0.0,14,0.0
0,206,206,True,0.0,0.0,0.0,0.0,0.0,0.6, then,0.0,15,0.0
0,207,207,True,0.0,0.0,0.0,0.0,0.0,0.6, sold,0.0,16,0.0
0,208,208,True,0.0,0.0,0.0,0.0,0.0,0.6, at,0.0,17,0.0
0,209,209,True,0.0,0.0,0.0,0.0,0.0,0.6, the,0.0,18,0.0
0,210,210,True,0.0,0.0,0.0,0.0,0.0,0.6, farmers,0.0,19,0.0
0,211,211,True,0.0,0.0,0.0,0.0,0.0,0.6,',0.0,20,0.0
0,212,212,True,0.0,0.0,0.0,0.0,0.0,0.6, market,0.0,21,0.0
0,213,213,True,0.0,0.0,0.0,0.0,0.0,0.6, for,0.0,22,0.0
0,214,214,True,0.0,0.0,0.0,0.0,0.0,0.6, $,0.0,23,0.0
0,215,215,True,1.499990861344801e-12,0.0,0.0,0.0,0.0,0.6,2,0.0,0,-1687.3453272540185
0,216,216,True,0.0,0.0,0.0,0.0,0.0,0.6, each,0.0,1,0.0
0,217,217,True,0.0,0.0,0.0,0.0,0.0,0.6,.\n\n,0.0,2,0.0
0,218,218,True,0.0,0.0,0.0,0.0,0.0,0.6,So,0.0,3,0.0
0,219,219,True,0.0,0.0,0.0,0.0,0.0,0.6,",",0.0,4,0.0
0,220,220,True,0.0,0.0,0.0,0.0,0.0,0.6, the,0.0,5,0.0
0,221,221,True,0.0,0.0,0.0,0.0,0.0,0.6, plan,0.0,6,0.0
0,222,222,True,0.0,0.0,0.0,0.0,0.0,0.6, is,0.0,7,0.0
0,223,223,True,0.0,0.0,0.0,0.0,0.0,0.6,:,0.0,8,0.0
0,224,224,True,0.0,0.0,0.0,0.0,0.0,0.6, Start,0.0,9,0.0
0,225,225,True,0.0,0.0,0.0,0.0,0.0,0.6, with,0.0,10,0.0
0,226,226,True,0.0,0.0,0.0,0.0,0.0,0.6, ,0.0,11,0.0
0,227,227,True,0.0,0.0,0.0,0.0,0.0,0.6,1,0.0,12,0.0
0,228,228,True,0.0,0.0,0.0,0.0,0.0,0.6,6,0.0,13,0.0
0,229,229,True,0.0,0.0,0.0,0.0,0.0,0.6, eggs,0.0,14,0.0
0,230,230,True,0.0,0.0,0.0,0.0,0.0,0.6,.,0.0,15,0.0
0,231,231,True,0.0,0.0,0.0,0.0,0.0,0.6, Subtract,0.0,16,0.0
0,232,232,True,0.0,0.0,0.0,0.0,0.0,0.6, the,0.0,17,0.0
0,233,233,True,0.0,0.0,0.0,0.0,0.0,0.6, breakfast,0.0,18,0.0
0,234,234,True,0.0,0.0,0.0,0.0,0.0,0.6, eggs,0.0,19,0.0
0,235,235,True,0.0,0.0,0.0,0.0,0.0,0.6, (,0.0,20,0.0
0,236,236,True,0.0,0.0,0.0,0.0,0.0,0.6,3,0.0,21,0.0
0,237,237,True,0.0,0.0,0.0,0.0,0.0,0.6,),0.0,22,0.0
0,238,238,True,0.0,0.0,0.0,0.0,0.0,0.6, and,0.0,23,0.0
0,239,239,True,2.0599498830381937e-12,0.0,0.0,0.0,0.0,0.6, the,0.0,0,-1533.5308741290185
0,240,240,True,0.0,0.0,0.0,0.0,0.0,0.6, muff,0.0,1,0.0
0,241,241,True,0.0,0.0,0.0,0.0,0.0,0.6,in,0.0,2,0.0
0,242,242,True,0.0,0.0,0.0,0.0,0.0,0.6, eggs,0.0,3,0.0
0,243,243,True,0.0,0.0,0.0,0.0,0.0,0.6, (,0.0,4,0.0
0,244,244,True,0.0,0.0,0.0,0.0,0.0,0.6,4,0.0,5,0.0
0,245,245,True,0.0,0.0,0.0,0.0,0.0,0.6,).,0.0,6,0.0
0,246,246,True,0.0,0.0,0.0,0.0,0.0,0.6, Whatever,0.0,7,0.0
0,247,247,True,0.0,0.0,0.0,0.0,0.0,0.6, is,0.0,8,0.0
0,248,248,True,0.0,0.0,0.0,0.0,0.0,0.6, left,0.0,9,0.0
0,249,249,True,0.0,0.0,0.0,0.0,0.0,0.6, is,0.0,10,0.0
0,250,250,True,0.0,0.0,0.0,0.0,0.0,0.6, what,0.0,11,0.0
0,251,251,True,0.0,0.0,0.0,0.0,0.0,0.6, she,0.0,12,0.0
0,252,252,True,0.0,0.0,0.0,0.0,0.0,0.6, sells,0.0,13,0.0
0,253,253,True,0.0,0.0,0.0,0.0,0.0,0.6,.,0.0,14,0.0
0,254,254,True,0.0,0.0,0.0,0.0,0.0,0.6, Multiply,0.0,15,0.0
0,255,255,True,0.0,0.0,0.0,0.0,0.0,0.6, that,0.0,16,0.0
0,256,256,True,0.0,0.0,0.0,0.0,0.0,0.6, number,0.0,17,0.0
0,257,257,True,0.0,0.0,0.0,0.0,0.0,0.6, by,0.0,18,0.0
0,258,258,True,0.0,0.0,0.0,0.0,0.0,0.6, the,0.0,19,0.0
0,259,259,True,0.0,0.0,0.0,0.0,0.0,0.6, price,0.0,20,0.0
0,260,260,True,0.0,0.0,0.0,0.0,0.0,0.6, per,0.0,21,0.0
0,261,261,True,0.0,0.0,0.0,0.0,0.0,0.6, egg,0.0,22,0.0
0,262,262,True,0.0,0.0,0.0,0.0,0.0,0.6, ($,0.0,23,0.0
0,263,263,True,1.3521290761660624e-12,0.0,0.0,0.0,0.0,0.6,2,0.0,0,-1741.7915552813622
0,264,264,True,0.0,0.0,0.0,0.0,0.0,0.6,),0.0,1,0.0
0,265,265,False,0.0,0.0,0.0,0.0,0.0,0.6, to,0.0,2,0.0
0,266,266,True,0.0,0.0,0.0,0.0,0.0,0.6, get,0.0,3,0.0
0,267,267,True,0.0,0.0,0.0,0.0,0.0,0.6, her,0.0,4,0.0
0,268,268,True,0.0,0.0,0.0,0.0,0.0,0.6, daily,0.0,5,0.0
0,269,269,True,0.0,0.0,0.0,0.0,0.0,0.6, earnings,0.0,6,0.0
0,270,270,True,0.0,0.0,0.0,0.0,0.0,0.6,.\n\n,0.0,7,0.0
0,271,271,True,0.0,0.0,0.0,0.0,0.0,0.6,Let,0.0,8,0.0
0,272,272,True,0.0,0.0,0.0,0.0,0.0,0.6, me,0.0,9,0.0
0,273,273,True,0.0,0.0,0.0,0.0,0.0,0.6, write,0.0,10,0.0
0,274,274,True,0.0,0.0,0.0,0.0,0.0,0.6, that,0.0,11,0.0
0,275,275,True,0.0,0.0,0.0,0.0,0.0,0.6, out,0.0,12,0.0
0,276,276,True,0.0,0.0,0.0,0.0,0.0,0.6, step,0.0,13,0.0
0,277,277,True,0.0,0.0,0.0,0.0,0.0,0.6, by,0.0,14,0.0
0,278,278,True,0.0,0.0,0.0,0.0,0.0,0.6, step,0.0,15,0.0
0,279,279,True,0.0,0.0,0.0,0.0,0.0,0.6, to,0.0,16,0.0
0,280,280,True,0.0,0.0,0.0,0.0,0.0,0.6, make,0.0,17,0.0
0,281,281,True,0.0,0.0,0.0,0.0,0.0,0.6, sure,0.0,18,0.0
0,282,282,True,0.0,0.0,0.0,0.0,0.0,0.6, I,0.0,19,0.0
0,283,283,True,0.0,0.0,0.0,0.0,0.0,0.6, don,0.0,20,0.0
0,284,284,True,0.0,0.0,0.0,0.0,0.0,0.6,'t,0.0,21,0.0
0,285,285,True,0.0,0.0,0.0,0.0,0.0,0.6, make,0.0,22,0.0
0,286,286,True,0.0,0.0,0.0,0.0,0.0,0.6, any,0.0,23,0.0
0,287,287,True,9.218227873936282e-12,0.0,0.0,0.0,0.0,0.6, mistakes,0.0,0,-1003.5737513262841
0,288,288,True,0.0,0.0,0.0,0.0,0.0,0.6,.\n\n,0.0,1,0.0
0,289,289,True,0.0,0.0,0.0,0.0,0.0,0.6,1,0.0,2,0.0
0,290,290,True,0.0,0.0,0.0,0.0,0.0,0.6,.,0.0,3,0.0
0,291,291,True,0.0,0.0,0.0,0.0,0.0,0.6, Total,0.0,4,0.0
0,292,292,True,0.0,0.0,0.0,0.0,0.0,0.6, eggs,0.0,5,0.0
0,293,293,True,0.0,0.0,0.0,0.0,0.0,0.6, per,0.0,6,0.0
0,294,294,True,0.0,0.0,0.0,0.0,0.0,0.6, day,0.0,7,0.0
0,295,295,True,0.0,0.0,0.0,0.0,0.0,0.6,:,0.0,8,0.0
0,296,296,True,0.0,0.0,0.0,0.0,0.0,0.6, ,0.0,9,0.0
0,297,297,True,0.0,0.0,0.0,0.0,0.0,0.6,1,0.0,10,0.0
0,298,298,True,0.0,0.0,0.0,0.0,0.0,0.6,6,0.0,11,0.0
0,299,299,True,0.0,0.0,0.0,0.0,0.0,0.6,\n,0.0,12,0.0
0,300,300,True,0.0,0.0,0.0,0.0,0.0,0.6,2,0.0,13,0.0
0,301,301,True,0.0,0.0,0.0,0.0,0.0,0.6,.,0.0,14,0.0
0,302,302,True,0.0,0.0,0.0,0.0,0.0,0.6, Eggs,0.0,15,0.0
0,303,303,True,0.0,0.0,0.0,0.0,0.0,0.6, eaten,0.0,16,0.0
0,304,304,True,0.0,0.0,0.0,0.0,0.0,0.6, for,0.0,17,0.0
0,305,305,True,0.0,0.0,0.0,0.0,0.0,0.6, breakfast,0.0,18,0.0
0,306,306,True,0.0,0.0,0.0,0.0,0.0,0.6,:,0.0,19,0.0
0,307,307,True,0.0,0.0,0.0,0.0,0.0,0.6, ,0.0,20,0.0
